q1,q2,q3,v1,v2,v3,cost
0.4819542810402543,2.4130345172484957,0.3447918620447166,0.19168140953817314,6.965671467456378,5.446635945548686,3548.5443675885103
1.7892592951091582,1.9193697307074051,0.9267702044026183,7.935894018085949,2.0464732425515955,5.054950601838703,4587.597638493842
2.8804965188755705,2.882313428898368,0.769547867423547,7.591171338966951,4.2048348978352506,4.470481913679405,12461.898240641785
0.15522119468209744,0.984358517103955,2.293966111775602,5.014309281545489,3.366893340181268,3.857598452715002,2141.9018894563087
1.5850603090154,0.059069880497838165,1.0310911288958782,0.39745386934923843,3.7493807196354103,1.7173442351502688,1857.1669665983668
0.6353749577324476,2.2978950626152996,1.637923913603988,4.235215658230733,6.82477669663024,3.918084367682507,3469.580206999491
1.542265166863722,1.0236954991767944,0.3378113298703271,6.929755322953803,5.229973705737197,5.64402566181051,4317.3027265649
0.03770532647708535,0.6679783172193974,1.822562449383044,3.8987540840416743,0.9528183464101687,5.6775964367080265,1640.0697822875063
2.7644982057934073,1.906120561958707,2.5305078304948174,5.440856736737018,3.4240324683965015,5.894288773826549,5782.30218502928
0.07149934062097449,0.8388450547270754,1.3018430553184734,0.5149303508884913,3.4981107712513992,5.749069523124105,1553.3923459691496
2.3346354292940124,2.7400968274432893,2.1932971063769036,3.5953764713201384,7.320149150101206,7.62100676522112,11427.937991618068
2.249747403803953,2.0334224843638466,0.10129205437454353,0.5527776418813035,3.5349912369832897,6.714694922029857,4049.2130137999916
1.901041461964651,2.069924615071456,3.082168823833681,4.339424191148668,6.849974099646454,3.273544308945967,6130.04279277052
1.7556143057692075,0.28196957905449455,2.706117871687559,1.1269175186431912,5.51468765441491,6.060873014557609,2913.941096617529
2.851436470298027,2.760664155184162,2.592123908555503,3.588377012951005,3.5583658128696145,0.9713135717344752,5834.493135886582
0.8280298310793351,2.203079401927174,1.1771010038414793,0.8705198070178541,4.957447221884593,6.340088031856145,3302.596358981423
2.3583648978941545,0.5225283892913203,1.8327775812341216,1.3877763940109435,7.079311998648661,6.18541164943215,3536.9000254820908
0.4929264578109387,2.534745188131735,3.053724810112231,7.859142397213156,5.1577472702850775,1.530774456518496,4030.820092642929
3.05398484180613,1.272958670084494,0.012962351618795312,2.4153480972029744,0.777441567787803,0.04793885021283195,3268.6251575355027
1.297068830863979,2.240784289705151,2.6514622991188026,2.4700948793778092,7.457383764278742,0.15229805515105532,3507.054117130788
1.350782818979834,0.5801636323784373,0.0030047288129192162,6.06040993205772,3.384549588300339,1.1560070652479135,2964.453804775957
1.2398849851577651,2.1297770996523577,2.9428386826462436,2.887284954919645,5.050463987584309,1.004929475066282,3603.8230443464986
2.528522467934019,1.0082637676360227,1.5381965786927618,6.982794556150116,5.495622698408137,5.120413680357653,5185.538398932624
0.9681460121009647,3.039729220756782,1.65496416475499,3.4375906633291384,2.3519409589330067,1.9131029690094215,3672.9569291365688
0.37381326851075036,0.3079707408094762,1.6822119227886425,3.96443690380723,1.9987415325095466,6.836975938859638,1758.4897982249192
1.4688435389116261,0.2866618161455114,1.7066122582645622,5.651379561905127,7.048231350288357,4.202621302924569,3332.0888191008034
2.295021391067853,1.9490496193483917,2.9630838267998416,6.180343230621074,3.1142226539358075,6.133208723644279,7408.4736483154675
1.8726078364467378,1.5678138768675585,1.6656110301229514,5.575422000774974,1.937160916683446,3.7481271176262707,3392.8071797021626
1.0907339309204778,1.544834012788684,2.0882345406320924,1.8060655259168223,5.722071191248402,2.935996569495601,2893.2053877321264
2.8151774235989833,1.1425288094662465,1.1293356923536277,0.6677163811818945,2.844904781442909,1.3473988740205032,3071.6562772584593
1.2480333872273581,2.5717633567499116,2.1479303930555993,0.4555720355043009,6.5774440856203755,5.492102736770692,4169.095083751359
0.0060334223805199915,0.07561539991474271,2.604102221415047,1.6520253824469124,0.8328561405650436,6.635548290910373,1887.6132904368044
2.2572187473492757,1.5436218312673582,2.7290296704965176,7.370184225559276,3.8208314174323927,4.797516607219046,4974.668426878821
1.0808908990653312,3.090336502254749,1.0370537324623805,4.744722650958138,7.920083951897224,5.780319897924733,8488.342149813832
2.135862577529023,1.5242777609747817,0.18274839470878,5.150177488696345,2.816607060194655,2.1303710404954534,4169.368201787323
2.445995165289206,0.010978603525388915,1.1739297364014123,0.006738111972964589,6.593390901101029,7.010816823758208,3173.25034712519
0.9555693467588714,0.17804145863551837,3.0188104330667564,1.150571722673166,7.3488509584926405,3.6247038329067776,2485.0483613506494
0.1712772351635606,0.39693766367849476,2.4753494215698426,0.6398472291675468,6.447227512567856,3.1713301144612496,1842.7737448106875
0.643952629996859,1.2203938177040885,2.151037034692099,7.4330202376470105,4.762102571226222,3.0698462802434454,2781.518213248495
2.349445539058054,2.8061281187071248,0.1788087905557121,5.374628956117484,0.7084472537670123,1.5261247524085464,4801.306564583572
0.4506968169137945,1.8374212506154386,1.3178163849878133,3.4982439191168915,6.529956140705799,4.956207497290315,3142.583667293976
2.1168670355618353,1.7576135029445958,2.3359514610316947,5.380194601343821,0.6236939168357241,7.279881575260439,3999.9362446391137
0.2757271865597694,2.966380068696902,1.9023274602864582,2.09336432807594,2.0539865205511356,3.8607394162033906,3150.1216137285032
2.7613659169355405,3.030520186227845,3.026706471858244,0.7525908443380169,7.468718277553312,5.277175176560418,7274.607410816795
1.866772577690048,3.1362408989042825,1.458524379346755,6.7058734794940715,6.500559337599264,4.072376861638733,11084.183480615236
2.7491797998658467,1.5614417600461146,1.7186336975130556,7.164268418470117,5.954531460159423,2.4270921191485186,5857.100182059847
0.0483035613300233,1.6012799679868976,1.6374284734908109,6.245915736803579,3.3158563021672824,6.606274856652698,2657.0806222605047
0.4393257054554797,0.5912994773078873,1.6364797485361975,1.0718164762467541,6.598064670631118,2.2468401670757503,1868.4371516783704
2.51962185787703,0.821025395366942,0.21667089524379937,7.7429607480445615,7.864877448175684,5.235525357783836,7039.831549733263
2.946908382972776,0.5529039461167938,0.012255541763990737,4.680531784725955,3.5422438977004767,5.634781268673499,5009.875011903492
3.0370274498277494,2.655856778060487,2.137349807081515,7.595894722825202,2.4901717665212795,0.41473248763525206,8037.5226497763
2.550066906398146,1.264777992213895,1.1693108009677184,0.7725295489791089,3.944971663734732,7.291865308275702,3816.9887196266773
0.094592621693259,1.805396139535076,0.3895773820880762,1.0400798623288257,6.5485760447191135,5.259041520077921,2821.133025742716
1.8994842013309883,1.4846128600983406,0.04411122049090435,5.802746583830371,1.6279504859529244,6.7040969439725915,4383.411453128264
0.4466982164846886,2.2429779128317837,2.6351386287818253,1.2318957297457453,0.4417484863092973,0.47262350692347077,2442.2785317566677
0.8852568098182764,0.2602001121986949,1.0361921353810766,1.8608561179930527,3.250163440504764,4.060644370185163,1768.369654547084
1.43265025517178,1.2780429913312352,1.1252175978286933,6.232720511936977,3.6026604874785617,3.715999840424481,3621.946862471911
1.1988197668973972,2.470237129679589,2.642086114445349,3.1361200573507366,2.70932187668339,4.016384923042001,3710.4100842798935
0.10182308527572584,0.5491110893918009,2.1395745388689544,1.4115510446082773,6.2518771965587625,7.175551307985217,2111.616902842111
1.8992469768890936,1.8035993764304155,1.6388075516975766,0.10594961519933221,4.433871514757719,3.498702274535587,3122.25841083336
1.935414790342772,3.000749527342163,0.2586045670242842,7.462246601654302,0.740260244455051,3.3018343428039554,6422.315051106214
0.6040608296200454,2.0802989871564592,0.8186635961877818,4.737763334910264,7.566020354947495,4.839544148672292,4048.661589621233
0.04327217333299274,1.953515089941571,0.8843083732414976,3.8724263466931204,3.402316773547489,7.194561409173146,2859.4583296310266
1.353104768588162,1.6778914340053241,1.569617699534551,1.153028484683455,3.0042476723304654,3.546880857488743,2723.722089416607
0.19548049821264754,0.39398789790112054,0.7341290552521395,3.1280248694533794,1.596964381809463,4.604869323661668,1254.7137463151944
2.3509467677177738,0.4468504459870971,0.6502586837148875,2.5514717583491757,4.4275668011179015,3.4970784038620595,3484.182795169095
2.618178908664951,1.316351186172139,1.0517060534015998,4.589352905879688,0.8772841752922469,4.871489344146425,3935.1053671215404
1.4418989877201482,0.7741985678727055,2.491015687677395,7.964724031834594,4.868763033759629,1.101630657486007,3210.5355230395076
2.331295988008895,0.4467817337983571,1.425935595255129,5.415507097549189,6.43493350761516,2.9607316611418897,4178.600668813151
0.7337900810597355,1.7957395380020134,0.2518524065191829,2.733396540994309,0.4591905341557041,4.4926024609,2297.6310638420614
2.2885819092979323,2.041160559495505,2.1744888674638028,3.1281855500679647,7.400412932754245,3.788912993791042,4954.898411589628
2.3388554405245165,1.682185050778716,1.22055237430144,1.2121941672387617,4.685107557129803,5.821672309343107,4016.3047781737164
2.2633345555090405,1.7454035020160494,2.8287364178761503,5.008598297272071,2.466719631275204,2.3688803507821365,4411.7964921389585
2.2187942188281835,2.041756254709517,0.9509644855953249,3.125513291314075,4.969148715592534,1.0446212337120127,4240.175286779986
2.7971816399296405,0.19481581342660007,2.490899260789371,6.241543134031983,7.756613503615037,3.6316679500421323,4127.509136940375
2.0996168304163105,1.3195537138010118,0.23978463326082852,1.5164064578403798,1.1079098375113663,2.932904288998351,2745.9617410136084
2.870797406257873,2.8635957589106376,2.573725958883005,7.308602712418713,3.2310429288701163,2.059313620564801,7492.050151328501
0.5886235791961757,2.0066213595839737,0.3272943122963631,5.2436865996122615,5.706396840552407,6.222298327497297,4035.765871397441
3.0742080154902154,1.1278380114274142,0.7298640080347703,6.928711969027588,5.704965547806177,7.21903920187455,8362.929083405746
0.41482886634166466,2.8933001892694366,0.26250970598219664,0.2981547419955115,4.202163256034122,4.475235393217802,3372.78034260653
2.929285367027713,0.4475506442248129,0.8664518643701884,1.0382746742340778,5.677387944536759,3.6594197502325123,3851.891184788695
2.6606060652981207,0.744723035688831,0.77771404987189,2.2853927377633365,0.9952687402257911,2.4960598668818346,3010.3930449251093
2.880228083644214,0.3579089360762846,2.8307104523143374,7.519009811606193,2.9340221109542677,0.1009601588686202,4209.686330968835
2.1972319029247083,3.0849735864531898,2.0386410348339044,6.021005059802526,6.35007905524237,0.5727143494287894,11158.430081079574
1.277852056088839,2.131957135770803,2.602140377636382,3.8488230142218276,0.267747965337211,7.573608575197731,3878.882609422365
2.987567771022996,3.018796224873663,0.36707499381566394,2.18018949237716,6.795474221407401,4.678580115468844,12137.04048402967
2.1519360659459053,1.0373118104602637,3.0750439449640723,6.521773802495586,2.165133741076703,2.0437256896092197,4758.030921731223
2.174533448863429,2.3389779877837644,0.20923000161500888,0.46901569176250835,4.8471322552454605,0.5888424549846825,3682.6587336444095
0.0179893905420122,0.012242725478601875,2.050231620768831,5.253592488408542,0.29763641821891706,5.760228369256807,1292.3528454840311
2.704003860665446,1.0630598458163738,2.797636984192323,0.26506810034926165,4.941579261754476,6.982006958486264,4597.6424305001765
1.7944680204870633,1.978101466941037,1.5894185617874423,7.766231599737299,4.730652898175901,7.092119884864378,5014.254766894994
1.0454180026345734,1.5415161611223518,3.0302199700828054,4.132228859875409,3.0258141412383965,7.910882896253535,4796.498764059841
1.2388885669756977,1.0041712298414347,2.761800626889904,5.318210603013276,3.188073246193982,2.070517831125903,3038.3978584287133
0.9806994807533791,1.8920398581970033,1.4803913027885796,6.962755609132013,1.3549403806825309,2.548373434627832,2968.4990552448535
2.663644556139276,1.093743414406764,3.109323729480744,5.9187603497316745,0.24270933332485445,0.7658257896386376,4770.650729347781
1.775432408357529,3.0896848792616036,1.594975986520634,0.46969616691172345,2.3173793944375847,6.510513775714541,6072.358928075885
1.0855014268696948,0.2776968188129403,1.984809935201299,5.892747375309566,7.220108818492459,6.233595929658891,3023.910615493793
3.032086693111347,2.0093085732457814,1.658306243196388,4.822041575566166,3.114058408131152,0.5539145611052225,5175.780502988674
0.8548957418968218,1.1853260279093694,2.3431778239985133,7.693827621842645,1.487253620679783,7.849174233585003,3071.4531583346293
1.6977267872521296,2.9168832506736817,0.5476604584929444,6.382585214680654,1.4914791979587063,2.312901229579758,5045.291403955275
